project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
2237 ZACH SCOTT ST,New 2-story single-family Row House.  Covered breezeway to attached garage covered front porch.  **SMART HOUSING**      **refer to pmt# 2009-042596 for new const.**,2008-09-29,1,2,2237 ZACH SCOTT ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10196596,2237 ZACH SCOTT STREET,NA,Austin,Texas,United States,2
4120 VALLEY VIEW RD,**ref permit#2009-115720**new 2 story duplex w att garages cov porch and uncovered patio,2008-09-11,2,2,4120 VALLEY VIEW RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10189521,4120 VALLEY VIEW ROAD,NA,Austin,Texas,United States,2
2202 BRIDLE PATH,new 2 story sf res w att carport cov porch and uncovered patio,2008-10-07,1,2,2202 BRIDLE PATH,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10199921,2202 BRIDLE PATH,NA,Austin,Texas,United States,2
2708 STRATFORD DR,New two story single family residence with attached garages covered patios covered porches balconies,2008-09-24,1,2,2708 STRATFORD DR,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10193819,2708 STRATFORD DRIVE,NA,Austin,Texas,United States,2
3802 BALCONES DR,New two story sf res with attached garage covered porches  / never built verified in google map and COA ARC GIS,2008-10-01,1,2,3802 BALCONES DR,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10198368,3802 BALCONES DRIVE,NA,Austin,Texas,United States,2
301 KEMP ST,new one story sf res with covered porch,2008-10-21,1,1,301 KEMP ST,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10201583,301 KEMP STREET,NA,Austin,Texas,United States,2
912 E 39TH ST,New Detached Two-Family Residential w/attached front porch & side porc,2008-10-16,1,2,912 E 39TH ST,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10201085,912 EAST 39TH STREET,NA,Austin,Texas,United States,2
525 E LIVE OAK ST,new 2 story sf res w att garage and covered and uncovered porches,2008-10-08,1,2,525 E LIVE OAK ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10200532,525 EAST LIVE OAK STREET,NA,Austin,Texas,United States,2
4200 VALLEY VIEW RD,new 2 story duplex w att garages cov porch and uncovered patio,2008-09-11,2,2,4200 VALLEY VIEW RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10189506,4200 VALLEY VIEW ROAD,NA,Austin,Texas,United States,2
2217 RIVINA DR,New 1-story single-family residence attached garage covered porch.  **VOL BUILD PROJECT**,2008-10-22,1,1,2217 RIVINA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10205418,2217 RIVINA DRIVE,NA,Austin,Texas,United States,2
640 TILLERY ST,New 2 story small lot single-family res w/ cupola for attic fan. Install new 12 driveway approach.,2008-10-03,1,2,640 TILLERY ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10199013,640 TILLERY STREET,NA,Austin,Texas,United States,2
3312 WESTHILL DR,New Two Story Duplex w/att garages covered balconies  covered porch & basements more than 50% below grade    **refer to pmt# 2010-071122**,2008-09-19,2,2,3312 WESTHILL DR,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10192224,3312 WESTHILL DRIVE,NA,Austin,Texas,United States,2
3908 MATTIE ST,***ref permit#2009042540**New 2-story single-family residence with attached garage covered porch and patio covered walkway (designated in the Mueller Development as a Yard House).   **RESOLUTION #000420-76 WAIVES FEES FOR THIS 62.5%SMART HOUSING PROJECT**.,2008-09-15,1,2,3908 MATTIE ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10191438,3908 MATTIE STREET,NA,Austin,Texas,United States,2
3901 MATTIE ST,New 1-story single-family residence attached garage covered porch and patio (designated in the Mueller Development as a Yard House).  **RESOLUTION #000420-76 WAIVES FEES FOR THIS SMART HOUSING PROJECT**. (See 2009-042514),2008-08-22,1,1,3901 MATTIE ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10185667,3901 MATTIE STREET,NA,Austin,Texas,United States,2
11916 VERSANTE CIR,***REF PERMIT#2009-061330***New 2stry patio home condow/att garage & covered porch,2008-08-19,1,2,11916 VERSANTE CIR,78726,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10183753,11916 VERSANTE CIR,NA,Austin,Texas,United States,2
1301 HILLSIDE AVE,"New 1 story garage apartment (25-2-774) w/ att 1 car garage covd porch.
**Voided permit new permit issued refer to pmt# 2009-020104BP**",2008-09-03,1,1,1301 HILLSIDE AVE,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10188609,1301 HILLSIDE AVE,NA,Austin,Texas,United States,2
2201 ZACH SCOTT ST,New 2-story single-family Row House.  Covered breezeway to attached garage covered front porch.  **SMART HOUSING**62.5% Fee Waived**,2008-08-25,1,2,2201 ZACH SCOTT ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10184254,2201 ZACH SCOTT STREET,NA,Austin,Texas,United States,2
2319 W 8TH ST,new two story single family residence with carport covered patio covered porch and open deck on top of carport,2008-08-20,1,2,2319 W 8TH ST,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10161176,2319 WEST 8TH STREET,NA,Austin,Texas,United States,2
7524 WISTERIA VALLEY DR,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**  Stratus Bank-Bldg fee only waived**,2008-08-15,1,2,7524 WISTERIA VALLEY DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10182582,7524 WISTERIA VALLEY DRIVE,NA,Austin,Texas,United States,2
10909 BIDENS PL,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2008-08-14,1,2,10909 BIDENS PL,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10181554,10909 BIDENS PLACE,NA,Austin,Texas,United States,2
11753 EASY ST,New 1-story single-family residence attached garage covered porch and patio. - WATER IS AQUA TEXAS - NOT COA,2008-08-06,1,1,11753 EASY ST,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10178925,11753 EASY STREET,NA,Austin,Texas,United States,2
11021 CHERISSE DR,New 1-story single-family residence attached garage covered porch.   **VOL BUILD PROJECT**,2008-09-09,1,1,11021 CHERISSE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10184502,11021 CHERISSE DRIVE,NA,Austin,Texas,United States,2
1009 TAULBEE LN Bldg 1 unit E & F,New two story duplex w/att garages porches & patios Bldg 1 unit E & F    **refert to pmt # 2010-052399**,2008-09-03,2,1,1007 TAULBEE LN UNIT E,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10188553,1007 TAULBEE LANE UNIT EAST,NA,Austin,Texas,United States,2
3200 S 5TH ST,New 2 story duplex.  Att one car carport covd porch uncovd wood deck (each unit). Covd 2nd floor deck (unit 1) uncovd deck (unit 2). New 12 dw approach (S 5th).,2008-09-03,2,2,3200 S 5TH ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10188615,3200 SOUTH 5TH STREET,NA,Austin,Texas,United States,2
8916 VILLA NORTE DR,***REF PERMIT#2009-061318***new 2stry patio Hm condo w/att garage cvd. porch patio (Max height-35FFE-992.50Max elevation of Bldg # Bedrm-3 ESPA-196-222 Parking-3).,2008-08-19,1,2,8916 VILLA NORTE DR,78726,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10183436,8916 VILLA NORTE DRIVE,NA,Austin,Texas,United States,2
1609 PRESTON AVE,New 2 story detached rear two-car garage w/ ext stairs to 2nd floor garage apartment.,2008-08-29,1,2,1609 PRESTON AVE,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10187881,1609 PRESTON AVE,NA,Austin,Texas,United States,2
8924 VILLA NORTE DR,New 2 Sty Condo W/ Attached Garage & Covd Porch-Patio.,2008-08-19,1,2,8924 VILLA NORTE DR,78726,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10183524,8924 VILLA NORTE DRIVE,NA,Austin,Texas,United States,2
9012 ELFEN CV,New 1-story single-family residence attached garage covered porch and patio.   **VOL BUILD PROJECT**  **RESOLUTION #000420-76 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.100%,2008-08-22,1,1,9012 ELFEN CV,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10185429,9012 ELFEN CV,NA,Austin,Texas,United States,2
6201 WIER HILLS RD,New 1st fl Manufactured home w/stairs,2008-09-09,1,1,6201 WIER HILLS RD,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10191000,6201 WIER HILLS ROAD,NA,Austin,Texas,United States,2
3904 MATTIE ST,New 1-story single-family residence attached garage covered porch.  **RESOLUTION #000420-76 WAIVES FEES FOR THIS SMART HOUSING PROJECT**. 62.5% Fee Waived**       **refer to pmt # 2009-017630 for New Construction**,2008-08-28,1,1,3904 MATTIE ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10183382,3904 MATTIE STREET,NA,Austin,Texas,United States,2
10511 MARFA DR,New 2 Sty Condo W/ Attached Garage & Covd Porch.  (unit #285),2008-04-16,1,2,10511 MARFA DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10136964,10511 MARFA DRIVE,NA,Austin,Texas,United States,2
7708 STEPHANY TAYLOR CV,**ref new permit # 2010-083686**New 2-story single-family residence attached garage covered porch.  **VOL BUILD PROJECT**,2008-09-08,1,2,7708 STEPHANY TAYLOR CV,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10190141,7708 TAYLOR CV, STEPHANY,Austin,Texas,United States,2
2700 STACY LN,New Two Story Duplex (Unit A & B) w/att entry porches & uncovered balconies,2008-06-25,2,1,2700 STACY LN,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10160101,2700 STACY LANE,NA,Austin,Texas,United States,2
1127 LOTT AVE,**ref permit#2009-112848**new two story single family moduar home with wood deck and covered porch,2008-06-30,1,2,1127 LOTT AVE,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10165480,1127 LOTT AVE,NA,Austin,Texas,United States,2
1007 TAULBEE LN Bldg 1 unit A & B,New two Story duplex w/att covered patios & covered porches & attached one car garage & new Detached Garage Bldg 1 unit A & B     **refert to pmt # 2010-052372**,2008-07-11,1,2,1007 TAULBEE LN UNIT A,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10170223,1007 TAULBEE LANE UNIT A,NA,Austin,Texas,United States,2
10712 GAILLARDIA DR,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2008-06-27,1,2,10712 GAILLARDIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10165193,10712 GAILLARDIA DRIVE,NA,Austin,Texas,United States,2
3317 HANDSOME DR,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2008-07-22,1,2,3317 HANDSOME DR,78660,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10173087,3317 HANDSOME DRIVE,NA,Austin,Texas,United States,2
10708 GAILLARDIA DR,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2008-07-30,1,2,10708 GAILLARDIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10176084,10708 GAILLARDIA DRIVE,NA,Austin,Texas,United States,2
42 ROBERT T MARTINEZ JR ST Unit A,New two story Single Family Residence to create a Two-Family Use w/ basement  covd wood deck & stairs/balcony ( Primary Structure),2008-07-07,2,2,42 ROBERT T MARTINEZ JR ST UNIT A,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10167690,42 ROBERT T MARTINEZ JR STREET UNIT A,NA,Austin,Texas,United States,2
2200 RIVINA DR,New 2-story single-family residence attached garage covered porch and patio.,2008-07-17,1,2,2200 RIVINA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10172214,2200 RIVINA DRIVE,NA,Austin,Texas,United States,2
1803 E 18TH ST,New 2 story duplex w att garages and cov porch/patio and uncovered 2nd story wood deck   **refer to pmt # 2011-056200**,2008-06-30,2,2,1803 E 18TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10165926,1803 EAST 18TH STREET,NA,Austin,Texas,United States,2
1813 RALPH COX RD,New 2-story single-family residence attached garage covered porch and patio.,2008-07-22,1,2,1813 RALPH COX RD,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10173104,1813 RALPH COX ROAD,NA,Austin,Texas,United States,2
3823 WESTLAKE DR,New 3 story Single Family Residence with covered porch breezeways balcony terraces and underground equipment rooms.,2008-07-02,1,3,3823 WESTLAKE DR,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10166750,3823 WESTLAKE DRIVE,NA,Austin,Texas,United States,2
14101 NARUNA WAY,"New 2-story single-family residence attached garage covered porch.  **VOL BUILD PROJECT**
**refer to pmt # 2009-013139 for New Construction**",2008-07-14,1,2,14101 NARUNA WAY,78660,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10170269,14101 NARUNA WAY,NA,Austin,Texas,United States,2
2220 RIVINA DR,New 1-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2008-06-27,1,1,2220 RIVINA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10165397,2220 RIVINA DRIVE,NA,Austin,Texas,United States,2
4452 CAMACHO ST,***ref permit#2009-059825***New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**  **RESOLUTION #000420-76 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.,2008-07-28,1,2,4452 CAMACHO ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10175516,4452 CAMACHO STREET,NA,Austin,Texas,United States,2
7062 COMANCHE TRL,**Structure never built per letter from Homeowner***new 2 story sf res w att garage and cov porch and patio and pool cabana,2008-07-25,1,2,7062 COMANCHE TRL,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10175256,7062 COMANCHE TRAIL,NA,Austin,Texas,United States,2
1108 NORTHWESTERN AVE,New Detached Two Family Residential (LDC 25-2-774),2008-07-09,1,1,1108 NORTHWESTERN AVE,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10169174,1108 NORTHWESTERN AVE,NA,Austin,Texas,United States,2
2116 TURTLE MOUNTAIN BND,New 2-story single-family residence attached garage covered porch and patio covered balcony.  Customer requested W/WW refund. lshaw,2008-07-17,1,2,2116 TURTLE MOUNTAIN BND,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10172320,2116 TURTLE MOUNTAIN BND,NA,Austin,Texas,United States,2
4437 CAMACHO ST,New 2-story single-family residence attached garage covered porch uncovered balcony.  **VOL BUILD PROJECT**  **RESOLUTION #000420-76 WAIVES FEES FOR THIS SMART HOUSING PROJECT**..62.5% Fee Waived**,2008-07-16,1,2,4437 CAMACHO ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10171595,4437 CAMACHO STREET,NA,Austin,Texas,United States,2
1205 ELM ST Bldg B,New Multi-Family Res Condominiums,2008-07-21,3,3,1205 ELM ST BLDG B,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10172739,1205 ELM STREET BLDG B,NA,Austin,Texas,United States,2
1205 ELM ST BLDG A,New Multi-Family Res Condominiums,2008-07-21,4,2,1205 ELM ST BLDG A,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10172740,1205 ELM STREET BLDG A,NA,Austin,Texas,United States,2
10915 GAILLARDIA DR,"New 2-story single-family residence attached garage covered porch and patio covered balcony.   **VOL BUILD PROJECT**  
**Voided permit new permit issued refer to pmt 2011-014002BP**",2008-07-25,1,2,10915 GAILLARDIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10174519,10915 GAILLARDIA DRIVE,NA,Austin,Texas,United States,2
10900 GAILLARDIA DR,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2008-06-27,1,2,10900 GAILLARDIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10165331,10900 GAILLARDIA DRIVE,NA,Austin,Texas,United States,2
